,ID,Label,Network,x,y,z,colors
37,38,ctx-lh-posteriorcingulate,cortex,-4.841328413,-18.35424354,35.12915129,
38,39,ctx-lh-precentral,cortex,-41.13027295,-5.717121588,42.53722084,
39,40,ctx-lh-precuneus,cortex,-8.059405941,-58.64280274,37.46534653,
40,41,ctx-lh-rostralanteriorcingulate,cortex,-5.663366337,36.33663366,1.514851485,
41,42,ctx-lh-rostralmiddlefrontal,cortex,-31.14372163,48.01714574,18.17952597,
42,43,ctx-lh-superiorfrontal,cortex,-9.719918423,27.1617947,44.71991842,
43,44,ctx-lh-superiorparietal,cortex,-20.79844459,-67.53985742,49.35968892,
44,45,ctx-lh-superiortemporal,cortex,-53.0728972,-10.26417445,-4.429906542,
45,46,ctx-lh-supramarginal,cortex,-54.09777139,-36.53199137,32.69590223,
46,47,ctx-lh-frontalpole,cortex,-6.673684211,66.18947368,-8.189473684,
47,48,ctx-lh-temporalpole,cortex,-28.65707434,12.3501199,-37.80815348,
48,49,ctx-lh-transversetemporal,cortex,-44.4137931,-21.79310345,6.913793103,
49,50,ctx-lh-insula,cortex,-35.48061105,0.098707403,-1.755581669,
50,51,ctx-rh-bankssts,cortex,54.91764706,-40.07058824,3.458823529,
51,52,ctx-rh-caudalanteriorcingulate,cortex,6.421052632,20.94736842,26.31578947,
52,53,ctx-rh-caudalmiddlefrontal,cortex,38.04669261,11.20363165,48.78339818,
53,54,ctx-rh-cuneus,cortex,-2.0000,-75.0000,8.0000,
54,55,ctx-rh-entorhinal,cortex,23.00411523,-3.909465021,-33.63786008,
55,56,ctx-rh-fusiform,cortex,35.5620438,-38.42335766,-24.54663423,
56,57,ctx-rh-inferiorparietal,cortex,47.41059255,-60.91347666,34.03146303,
57,58,ctx-rh-inferiortemporal,cortex,51.68844985,-29.25379939,-25.11094225,
58,59,ctx-rh-isthmuscingulate,cortex,8.759878419,-44.89969605,16.86322188,
59,60,ctx-rh-lateraloccipital,cortex,34.82924226,-84.02454642,1.718249733,
60,61,ctx-rh-lateralorbitofrontal,cortex,23.02032914,31.89738625,-18.48015489,
61,62,ctx-rh-lingual,cortex,14.39278132,-67.49044586,-5.267515924,
62,63,ctx-rh-medialorbitofrontal,cortex,6.059405941,36.61386139,-17.54785479,
63,64,ctx-rh-middletemporal,cortex,59.37000655,-22.24885396,-13.57956778,
64,65,ctx-rh-parahippocampal,cortex,21.19298246,-31.20467836,-15.84795322,
65,66,ctx-rh-paracentral,cortex,7.08559499,-23.20668058,56.01670146,
66,67,ctx-rh-parsopercularis,cortex,48.57494867,15.56468172,11.08008214,
67,68,ctx-rh-parsorbitalis,cortex,44.07832898,39.87989556,-12.12010444,
68,69,ctx-rh-parstriangularis,cortex,50.18623482,33.42105263,7.076923077,
69,70,ctx-rh-pericalcarine,cortex,12.03608247,-79.29381443,6.324742268,
70,71,ctx-rh-postcentral,cortex,47.98839907,-18.33410673,42.02088167,
71,72,ctx-rh-posteriorcingulate,cortex,6.893982808,-18.71060172,37.747851,
72,73,ctx-rh-precentral,cortex,40.73893521,-6.402822322,45.37908916,
73,74,ctx-rh-precuneus,cortex,9.8752,-57.0144,37.9904,
74,75,ctx-rh-rostralanteriorcingulate,cortex,6.909090909,36.43062201,5.722488038,
75,76,ctx-rh-rostralmiddlefrontal,cortex,34.19542254,46.62059859,17.62147887,
76,77,ctx-rh-superiorfrontal,cortex,12.25618434,30.98678414,44.20806506,
77,78,ctx-rh-superiorparietal,cortex,23.93701657,-61.97016575,53.48176796,
78,79,ctx-rh-superiortemporal,cortex,54.69245902,-6.470819672,-5.075409836,
79,80,ctx-rh-supramarginal,cortex,57.08622398,-28.15460852,31.41526264,
80,81,ctx-rh-frontalpole,cortex,8.307692308,65.10059172,-11.31360947,
81,82,ctx-rh-temporalpole,cortex,30.44623656,15.6827957,-35.7311828,
82,83,ctx-rh-transversetemporal,cortex,45.21875,-19.25,7.90625,
83,84,ctx-rh-insula,cortex,36.88505747,1.337931034,-1.740229885,
414,501,Cereb_Visual,cerebellum,,,,
415,502,Cereb_Somatomotor,cerebellum,,,,
416,503,Cereb_Dorsal Attention,cerebellum,,,,
417,504,Cereb_Ventral Attention,cerebellum,,,,
418,505,Cereb_Limbic,cerebellum,,,,
419,506,Cereb_Fronto-Parietal,cerebellum,,,,
420,507,Cereb_Default-Mode,cerebellum,,,,
